Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"134087","CVE-2019-14898","10.0","Critical","192.168.42.129","tcp","0","CentOS 7 : kernel (CESA-2020:0374)","The remote CentOS host is missing one or more security updates.","An update for kernel is now available for Red Hat Enterprise Linux 7.

Red Hat Product Security has rated this update as having a security
impact of Important. A Common Vulnerability Scoring System (CVSS) base
score, which gives a detailed severity rating, is available for each
vulnerability from the CVE link(s) in the References section.

The kernel packages contain the Linux kernel, the core of any Linux
operating system.

Security Fix(es) :

* kernel: heap overflow in mwifiex_update_vs_ie() function of Marvell
WiFi driver (CVE-2019-14816)

* kernel: heap-based buffer overflow in mwifiex_process_country_ie()
function in drivers/net/wireless/marvell/mwifiex/sta_ioctl.c
(CVE-2019-14895)

* kernel: heap overflow in marvell/mwifiex/tdls.c (CVE-2019-14901)

* kernel: buffer overflow in cfg80211_mgd_wext_giwessid in
net/wireless/ wext-sme.c (CVE-2019-17133)

* kernel: incomplete fix for race condition between mmget_not_zero()/
get_task_mm() and core dumping in CVE-2019-11599 (CVE-2019-14898)

For more details about the security issue(s), including the impact, a
CVSS score, acknowledgments, and other related information, refer to
the CVE page(s) listed in the References section.

Bug Fix(es) :

* [Azure][7.8] Include patch 'PCI: hv: Avoid use of
hv_pci_dev->pci_slot after freeing it' (BZ#1766089)

* [Hyper-V][RHEL7.8] When accelerated networking is enabled on RedHat,
network interface(eth0) moved to new network namespace does not obtain
IP address. (BZ#1766093)

* [Azure][RHEL 7.6] hv_vmbus probe pass-through GPU card failed
(BZ#1766097)

* SMB3: Do not error out on large file transfers if server responds
with STATUS_INSUFFICIENT_RESOURCES (BZ#1767621)

* Since RHEL commit 5330f5d09820 high load can cause dm-multipath path
failures (BZ#1770113)

* Hard lockup in free_one_page()->_raw_spin_lock() because sosreport
command is reading from /proc/pagetypeinfo (BZ#1770732)

* patchset for x86/atomic: Fix smp_mb__{before,after}_atomic()
(BZ#1772812)

* fix compat statfs64() returning EOVERFLOW for when
_FILE_OFFSET_BITS=64 (BZ #1775678)

* Guest crash after load cpuidle-haltpoll driver (BZ#1776289)

* RHEL 7.7 long I/O stalls with bnx2fc from not masking off scope bits
of retry delay value (BZ#1776290)

* Multiple 'mv' processes hung on a gfs2 filesystem (BZ#1777297)

* Moving Egress IP will result in conntrack sessions being DESTROYED
(BZ# 1779564)

* core: backports from upstream (BZ#1780033)

* kernel BUG at arch/powerpc/platforms/pseries/lpar.c:482!
(BZ#1780148)

* Race between tty_open() and flush_to_ldisc() using the tty_struct->
driver_data field. (BZ#1780163)","Update the affected kernel packages.","http://www.nessus.org/u?65128778","
Remote package installed : bpftool-3.10.0-957.el7
Should be                : bpftool-3.10.0-1062.12.1.el7

Remote package installed : kernel-3.10.0-957.el7
Should be                : kernel-3.10.0-1062.12.1.el7

Installed package kernel-devel-3.10.0-1160.6.1.el7 is greater than kernel-devel-3.10.0-1062.12.1.el7.
However, according to uname -r, the current running kernel level is 3.10.0-957.el7.
This system requires a reboot to begin using the patched kernel level.

Installed package kernel-headers-3.10.0-1127.19.1.el7 is greater than kernel-headers-3.10.0-1062.12.1.el7.
However, according to uname -r, the current running kernel level is 3.10.0-957.el7.
This system requires a reboot to begin using the patched kernel level.

Remote package installed : kernel-tools-3.10.0-957.el7
Should be                : kernel-tools-3.10.0-1062.12.1.el7

Remote package installed : kernel-tools-libs-3.10.0-957.el7
Should be                : kernel-tools-libs-3.10.0-1062.12.1.el7

Remote package installed : python-perf-3.10.0-957.el7
Should be                : python-perf-3.10.0-1062.12.1.el7

"
"134087","CVE-2019-14901","10.0","Critical","192.168.42.129","tcp","0","CentOS 7 : kernel (CESA-2020:0374)","The remote CentOS host is missing one or more security updates.","An update for kernel is now available for Red Hat Enterprise Linux 7.

Red Hat Product Security has rated this update as having a security
impact of Important. A Common Vulnerability Scoring System (CVSS) base
score, which gives a detailed severity rating, is available for each
vulnerability from the CVE link(s) in the References section.

The kernel packages contain the Linux kernel, the core of any Linux
operating system.

Security Fix(es) :

* kernel: heap overflow in mwifiex_update_vs_ie() function of Marvell
WiFi driver (CVE-2019-14816)

* kernel: heap-based buffer overflow in mwifiex_process_country_ie()
function in drivers/net/wireless/marvell/mwifiex/sta_ioctl.c
(CVE-2019-14895)

* kernel: heap overflow in marvell/mwifiex/tdls.c (CVE-2019-14901)

* kernel: buffer overflow in cfg80211_mgd_wext_giwessid in
net/wireless/ wext-sme.c (CVE-2019-17133)

* kernel: incomplete fix for race condition between mmget_not_zero()/
get_task_mm() and core dumping in CVE-2019-11599 (CVE-2019-14898)

For more details about the security issue(s), including the impact, a
CVSS score, acknowledgments, and other related information, refer to
the CVE page(s) listed in the References section.

Bug Fix(es) :

* [Azure][7.8] Include patch 'PCI: hv: Avoid use of
hv_pci_dev->pci_slot after freeing it' (BZ#1766089)

* [Hyper-V][RHEL7.8] When accelerated networking is enabled on RedHat,
network interface(eth0) moved to new network namespace does not obtain
IP address. (BZ#1766093)

* [Azure][RHEL 7.6] hv_vmbus probe pass-through GPU card failed
(BZ#1766097)

* SMB3: Do not error out on large file transfers if server responds
with STATUS_INSUFFICIENT_RESOURCES (BZ#1767621)

* Since RHEL commit 5330f5d09820 high load can cause dm-multipath path
failures (BZ#1770113)

* Hard lockup in free_one_page()->_raw_spin_lock() because sosreport
command is reading from /proc/pagetypeinfo (BZ#1770732)

* patchset for x86/atomic: Fix smp_mb__{before,after}_atomic()
(BZ#1772812)

* fix compat statfs64() returning EOVERFLOW for when
_FILE_OFFSET_BITS=64 (BZ #1775678)

* Guest crash after load cpuidle-haltpoll driver (BZ#1776289)

* RHEL 7.7 long I/O stalls with bnx2fc from not masking off scope bits
of retry delay value (BZ#1776290)

* Multiple 'mv' processes hung on a gfs2 filesystem (BZ#1777297)

* Moving Egress IP will result in conntrack sessions being DESTROYED
(BZ# 1779564)

* core: backports from upstream (BZ#1780033)

* kernel BUG at arch/powerpc/platforms/pseries/lpar.c:482!
(BZ#1780148)

* Race between tty_open() and flush_to_ldisc() using the tty_struct->
driver_data field. (BZ#1780163)","Update the affected kernel packages.","http://www.nessus.org/u?65128778","
Remote package installed : bpftool-3.10.0-957.el7
Should be                : bpftool-3.10.0-1062.12.1.el7

Remote package installed : kernel-3.10.0-957.el7
Should be                : kernel-3.10.0-1062.12.1.el7

Installed package kernel-devel-3.10.0-1160.6.1.el7 is greater than kernel-devel-3.10.0-1062.12.1.el7.
However, according to uname -r, the current running kernel level is 3.10.0-957.el7.
This system requires a reboot to begin using the patched kernel level.

Installed package kernel-headers-3.10.0-1127.19.1.el7 is greater than kernel-headers-3.10.0-1062.12.1.el7.
However, according to uname -r, the current running kernel level is 3.10.0-957.el7.
This system requires a reboot to begin using the patched kernel level.

Remote package installed : kernel-tools-3.10.0-957.el7
Should be                : kernel-tools-3.10.0-1062.12.1.el7

Remote package installed : kernel-tools-libs-3.10.0-957.el7
Should be                : kernel-tools-libs-3.10.0-1062.12.1.el7

Remote package installed : python-perf-3.10.0-957.el7
Should be                : python-perf-3.10.0-1062.12.1.el7

"
"134087","CVE-2019-17133","10.0","Critical","192.168.42.129","tcp","0","CentOS 7 : kernel (CESA-2020:0374)","The remote CentOS host is missing one or more security updates.","An update for kernel is now available for Red Hat Enterprise Linux 7.

Red Hat Product Security has rated this update as having a security
impact of Important. A Common Vulnerability Scoring System (CVSS) base
score, which gives a detailed severity rating, is available for each
vulnerability from the CVE link(s) in the References section.

The kernel packages contain the Linux kernel, the core of any Linux
operating system.

Security Fix(es) :

* kernel: heap overflow in mwifiex_update_vs_ie() function of Marvell
WiFi driver (CVE-2019-14816)

* kernel: heap-based buffer overflow in mwifiex_process_country_ie()
function in drivers/net/wireless/marvell/mwifiex/sta_ioctl.c
(CVE-2019-14895)

* kernel: heap overflow in marvell/mwifiex/tdls.c (CVE-2019-14901)

* kernel: buffer overflow in cfg80211_mgd_wext_giwessid in
net/wireless/ wext-sme.c (CVE-2019-17133)

* kernel: incomplete fix for race condition between mmget_not_zero()/
get_task_mm() and core dumping in CVE-2019-11599 (CVE-2019-14898)

For more details about the security issue(s), including the impact, a
CVSS score, acknowledgments, and other related information, refer to
the CVE page(s) listed in the References section.

Bug Fix(es) :

* [Azure][7.8] Include patch 'PCI: hv: Avoid use of
hv_pci_dev->pci_slot after freeing it' (BZ#1766089)

* [Hyper-V][RHEL7.8] When accelerated networking is enabled on RedHat,
network interface(eth0) moved to new network namespace does not obtain
IP address. (BZ#1766093)

* [Azure][RHEL 7.6] hv_vmbus probe pass-through GPU card failed
(BZ#1766097)

* SMB3: Do not error out on large file transfers if server responds
with STATUS_INSUFFICIENT_RESOURCES (BZ#1767621)

* Since RHEL commit 5330f5d09820 high load can cause dm-multipath path
failures (BZ#1770113)

* Hard lockup in free_one_page()->_raw_spin_lock() because sosreport
command is reading from /proc/pagetypeinfo (BZ#1770732)

* patchset for x86/atomic: Fix smp_mb__{before,after}_atomic()
(BZ#1772812)

* fix compat statfs64() returning EOVERFLOW for when
_FILE_OFFSET_BITS=64 (BZ #1775678)

* Guest crash after load cpuidle-haltpoll driver (BZ#1776289)

* RHEL 7.7 long I/O stalls with bnx2fc from not masking off scope bits
of retry delay value (BZ#1776290)

* Multiple 'mv' processes hung on a gfs2 filesystem (BZ#1777297)

* Moving Egress IP will result in conntrack sessions being DESTROYED
(BZ# 1779564)

* core: backports from upstream (BZ#1780033)

* kernel BUG at arch/powerpc/platforms/pseries/lpar.c:482!
(BZ#1780148)

* Race between tty_open() and flush_to_ldisc() using the tty_struct->
driver_data field. (BZ#1780163)","Update the affected kernel packages.","http://www.nessus.org/u?65128778","
Remote package installed : bpftool-3.10.0-957.el7
Should be                : bpftool-3.10.0-1062.12.1.el7

Remote package installed : kernel-3.10.0-957.el7
Should be                : kernel-3.10.0-1062.12.1.el7

Installed package kernel-devel-3.10.0-1160.6.1.el7 is greater than kernel-devel-3.10.0-1062.12.1.el7.
However, according to uname -r, the current running kernel level is 3.10.0-957.el7.
This system requires a reboot to begin using the patched kernel level.

Installed package kernel-headers-3.10.0-1127.19.1.el7 is greater than kernel-headers-3.10.0-1062.12.1.el7.
However, according to uname -r, the current running kernel level is 3.10.0-957.el7.
This system requires a reboot to begin using the patched kernel level.

Remote package installed : kernel-tools-3.10.0-957.el7
Should be                : kernel-tools-3.10.0-1062.12.1.el7

Remote package installed : kernel-tools-libs-3.10.0-957.el7
Should be                : kernel-tools-libs-3.10.0-1062.12.1.el7

Remote package installed : python-perf-3.10.0-957.el7
Should be                : python-perf-3.10.0-1062.12.1.el7

"
"134121","CVE-2020-8597","7.5","High","192.168.42.129","tcp","0","CentOS 7 : ppp (CESA-2020:0630)","The remote CentOS host is missing one or more security updates.","An update for ppp is now available for Red Hat Enterprise Linux 7.

Red Hat Product Security has rated this update as having a security
impact of Important. A Common Vulnerability Scoring System (CVSS) base
score, which gives a detailed severity rating, is available for each
vulnerability from the CVE link(s) in the References section.

The ppp packages contain the Point-to-Point Protocol (PPP) daemon and
documentation for PPP support. The PPP protocol provides a method for
transmitting datagrams over serial point-to-point links. PPP is
usually used to dial in to an Internet Service Provider (ISP) or other
organization over a modem and phone line.

Security Fix(es) :

* ppp: Buffer overflow in the eap_request and eap_response functions
in eap.c (CVE-2020-8597)

For more details about the security issue(s), including the impact, a
CVSS score, acknowledgments, and other related information, refer to
the CVE page(s) listed in the References section.","Update the affected ppp packages.","http://www.nessus.org/u?a436536a","
Remote package installed : ppp-2.4.5-33.el7
Should be                : ppp-2.4.5-34.el7_7

"
"134238","CVE-2019-15605","7.5","High","192.168.42.129","tcp","0","CentOS 7 : http-parser (CESA-2020:0703)","The remote CentOS host is missing one or more security updates.","An update for http-parser is now available for Red Hat Enterprise
Linux 7.

Red Hat Product Security has rated this update as having a security
impact of Important. A Common Vulnerability Scoring System (CVSS) base
score, which gives a detailed severity rating, is available for each
vulnerability from the CVE link(s) in the References section.

The http-parser package provides a utility for parsing HTTP messages.
It parses both requests and responses. The parser is designed to be
used in performance HTTP applications. It does not make any system
calls or allocations, it does not buffer data, and it can be
interrupted at any time. Depending on your architecture, it only
requires about 40 bytes of data per message stream.

Security Fix(es) :

* nodejs: HTTP request smuggling using malformed Transfer-Encoding
header (CVE-2019-15605)

For more details about the security issue(s), including the impact, a
CVSS score, acknowledgments, and other related information, refer to
the CVE page(s) listed in the References section.","Update the affected http-parser packages.","http://www.nessus.org/u?5f664bd3","
Remote package installed : http-parser-2.7.1-5.el7_4
Should be                : http-parser-2.7.1-8.el7_7.2

"
"134900","CVE-2019-20503","7.5","High","192.168.42.129","tcp","0","CentOS 7 : firefox (CESA-2020:0815)","The remote CentOS host is missing a security update.","The remote Redhat Enterprise Linux 7 host has a package installed that is affected by multiple vulnerabilities as
referenced in the RHSA-2020:0815 advisory.

  - Mozilla: Out of bounds reads in
    sctp_load_addresses_from_init (CVE-2019-20503)

  - Mozilla: Use-after-free when removing data about origins
    (CVE-2020-6805)

  - Mozilla: BodyStream::OnInputStreamReady was missing
    protections against state confusion (CVE-2020-6806)

  - Mozilla: Use-after-free in cubeb during stream
    destruction (CVE-2020-6807)

  - Mozilla: Devtools' 'Copy as cURL' feature did not fully
    escape website-controlled data, potentially leading to
    command injection (CVE-2020-6811)

  - Mozilla: The names of AirPods with personally
    identifiable information were exposed to websites with
    camera or microphone permission (CVE-2020-6812)

  - Mozilla: Memory safety bugs fixed in Firefox 74 and
    Firefox ESR 68.6 (CVE-2020-6814)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected firefox package.","http://www.nessus.org/u?fa0d4d76","
Remote package installed : firefox-60.2.2-1.el7.centos
Should be                : firefox-68.6.0-1.el7.centos

"
"134900","CVE-2020-6805","7.5","High","192.168.42.129","tcp","0","CentOS 7 : firefox (CESA-2020:0815)","The remote CentOS host is missing a security update.","The remote Redhat Enterprise Linux 7 host has a package installed that is affected by multiple vulnerabilities as
referenced in the RHSA-2020:0815 advisory.

  - Mozilla: Out of bounds reads in
    sctp_load_addresses_from_init (CVE-2019-20503)

  - Mozilla: Use-after-free when removing data about origins
    (CVE-2020-6805)

  - Mozilla: BodyStream::OnInputStreamReady was missing
    protections against state confusion (CVE-2020-6806)

  - Mozilla: Use-after-free in cubeb during stream
    destruction (CVE-2020-6807)

  - Mozilla: Devtools' 'Copy as cURL' feature did not fully
    escape website-controlled data, potentially leading to
    command injection (CVE-2020-6811)

  - Mozilla: The names of AirPods with personally
    identifiable information were exposed to websites with
    camera or microphone permission (CVE-2020-6812)

  - Mozilla: Memory safety bugs fixed in Firefox 74 and
    Firefox ESR 68.6 (CVE-2020-6814)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected firefox package.","http://www.nessus.org/u?fa0d4d76","
Remote package installed : firefox-60.2.2-1.el7.centos
Should be                : firefox-68.6.0-1.el7.centos

"
"134900","CVE-2020-6806","7.5","High","192.168.42.129","tcp","0","CentOS 7 : firefox (CESA-2020:0815)","The remote CentOS host is missing a security update.","The remote Redhat Enterprise Linux 7 host has a package installed that is affected by multiple vulnerabilities as
referenced in the RHSA-2020:0815 advisory.

  - Mozilla: Out of bounds reads in
    sctp_load_addresses_from_init (CVE-2019-20503)

  - Mozilla: Use-after-free when removing data about origins
    (CVE-2020-6805)

  - Mozilla: BodyStream::OnInputStreamReady was missing
    protections against state confusion (CVE-2020-6806)

  - Mozilla: Use-after-free in cubeb during stream
    destruction (CVE-2020-6807)

  - Mozilla: Devtools' 'Copy as cURL' feature did not fully
    escape website-controlled data, potentially leading to
    command injection (CVE-2020-6811)

  - Mozilla: The names of AirPods with personally
    identifiable information were exposed to websites with
    camera or microphone permission (CVE-2020-6812)

  - Mozilla: Memory safety bugs fixed in Firefox 74 and
    Firefox ESR 68.6 (CVE-2020-6814)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected firefox package.","http://www.nessus.org/u?fa0d4d76","
Remote package installed : firefox-60.2.2-1.el7.centos
Should be                : firefox-68.6.0-1.el7.centos

"
"134900","CVE-2020-6807","7.5","High","192.168.42.129","tcp","0","CentOS 7 : firefox (CESA-2020:0815)","The remote CentOS host is missing a security update.","The remote Redhat Enterprise Linux 7 host has a package installed that is affected by multiple vulnerabilities as
referenced in the RHSA-2020:0815 advisory.

  - Mozilla: Out of bounds reads in
    sctp_load_addresses_from_init (CVE-2019-20503)

  - Mozilla: Use-after-free when removing data about origins
    (CVE-2020-6805)

  - Mozilla: BodyStream::OnInputStreamReady was missing
    protections against state confusion (CVE-2020-6806)

  - Mozilla: Use-after-free in cubeb during stream
    destruction (CVE-2020-6807)

  - Mozilla: Devtools' 'Copy as cURL' feature did not fully
    escape website-controlled data, potentially leading to
    command injection (CVE-2020-6811)

  - Mozilla: The names of AirPods with personally
    identifiable information were exposed to websites with
    camera or microphone permission (CVE-2020-6812)

  - Mozilla: Memory safety bugs fixed in Firefox 74 and
    Firefox ESR 68.6 (CVE-2020-6814)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected firefox package.","http://www.nessus.org/u?fa0d4d76","
Remote package installed : firefox-60.2.2-1.el7.centos
Should be                : firefox-68.6.0-1.el7.centos

"
"134900","CVE-2020-6811","7.5","High","192.168.42.129","tcp","0","CentOS 7 : firefox (CESA-2020:0815)","The remote CentOS host is missing a security update.","The remote Redhat Enterprise Linux 7 host has a package installed that is affected by multiple vulnerabilities as
referenced in the RHSA-2020:0815 advisory.

  - Mozilla: Out of bounds reads in
    sctp_load_addresses_from_init (CVE-2019-20503)

  - Mozilla: Use-after-free when removing data about origins
    (CVE-2020-6805)

  - Mozilla: BodyStream::OnInputStreamReady was missing
    protections against state confusion (CVE-2020-6806)

  - Mozilla: Use-after-free in cubeb during stream
    destruction (CVE-2020-6807)

  - Mozilla: Devtools' 'Copy as cURL' feature did not fully
    escape website-controlled data, potentially leading to
    command injection (CVE-2020-6811)

  - Mozilla: The names of AirPods with personally
    identifiable information were exposed to websites with
    camera or microphone permission (CVE-2020-6812)

  - Mozilla: Memory safety bugs fixed in Firefox 74 and
    Firefox ESR 68.6 (CVE-2020-6814)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected firefox package.","http://www.nessus.org/u?fa0d4d76","
Remote package installed : firefox-60.2.2-1.el7.centos
Should be                : firefox-68.6.0-1.el7.centos

"
"134900","CVE-2020-6812","7.5","High","192.168.42.129","tcp","0","CentOS 7 : firefox (CESA-2020:0815)","The remote CentOS host is missing a security update.","The remote Redhat Enterprise Linux 7 host has a package installed that is affected by multiple vulnerabilities as
referenced in the RHSA-2020:0815 advisory.

  - Mozilla: Out of bounds reads in
    sctp_load_addresses_from_init (CVE-2019-20503)

  - Mozilla: Use-after-free when removing data about origins
    (CVE-2020-6805)

  - Mozilla: BodyStream::OnInputStreamReady was missing
    protections against state confusion (CVE-2020-6806)

  - Mozilla: Use-after-free in cubeb during stream
    destruction (CVE-2020-6807)

  - Mozilla: Devtools' 'Copy as cURL' feature did not fully
    escape website-controlled data, potentially leading to
    command injection (CVE-2020-6811)

  - Mozilla: The names of AirPods with personally
    identifiable information were exposed to websites with
    camera or microphone permission (CVE-2020-6812)

  - Mozilla: Memory safety bugs fixed in Firefox 74 and
    Firefox ESR 68.6 (CVE-2020-6814)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected firefox package.","http://www.nessus.org/u?fa0d4d76","
Remote package installed : firefox-60.2.2-1.el7.centos
Should be                : firefox-68.6.0-1.el7.centos

"
"134900","CVE-2020-6814","7.5","High","192.168.42.129","tcp","0","CentOS 7 : firefox (CESA-2020:0815)","The remote CentOS host is missing a security update.","The remote Redhat Enterprise Linux 7 host has a package installed that is affected by multiple vulnerabilities as
referenced in the RHSA-2020:0815 advisory.

  - Mozilla: Out of bounds reads in
    sctp_load_addresses_from_init (CVE-2019-20503)

  - Mozilla: Use-after-free when removing data about origins
    (CVE-2020-6805)

  - Mozilla: BodyStream::OnInputStreamReady was missing
    protections against state confusion (CVE-2020-6806)

  - Mozilla: Use-after-free in cubeb during stream
    destruction (CVE-2020-6807)

  - Mozilla: Devtools' 'Copy as cURL' feature did not fully
    escape website-controlled data, potentially leading to
    command injection (CVE-2020-6811)

  - Mozilla: The names of AirPods with personally
    identifiable information were exposed to websites with
    camera or microphone permission (CVE-2020-6812)

  - Mozilla: Memory safety bugs fixed in Firefox 74 and
    Firefox ESR 68.6 (CVE-2020-6814)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected firefox package.","http://www.nessus.org/u?fa0d4d76","
Remote package installed : firefox-60.2.2-1.el7.centos
Should be                : firefox-68.6.0-1.el7.centos

"
"134902","CVE-2019-11487","8.3","High","192.168.42.129","tcp","0","CentOS 7 : kernel (CESA-2020:0839)","The remote CentOS host is missing one or more security updates.","The remote Redhat Enterprise Linux 7 host has packages installed that are affected by multiple vulnerabilities as
referenced in the RHSA-2020:0839 advisory.

  - kernel: Count overflow in FUSE request leading to use-
    after-free issues. (CVE-2019-11487)

  - kernel: rtl_p2p_noa_ie in
    drivers/net/wireless/realtek/rtlwifi/ps.c in the Linux
    kernel lacks a certain upper-bound check, leading to a
    buffer overflow (CVE-2019-17666)

  - Kernel: KVM: export MSR_IA32_TSX_CTRL to guest -
    incomplete fix for TAA (CVE-2019-11135) (CVE-2019-19338)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected kernel packages.","http://www.nessus.org/u?394bfb16","
Remote package installed : bpftool-3.10.0-957.el7
Should be                : bpftool-3.10.0-1062.18.1.el7

Remote package installed : kernel-3.10.0-957.el7
Should be                : kernel-3.10.0-1062.18.1.el7

Installed package kernel-devel-3.10.0-1160.6.1.el7 is greater than kernel-devel-3.10.0-1062.18.1.el7.
However, according to uname -r, the current running kernel level is 3.10.0-957.el7.
This system requires a reboot to begin using the patched kernel level.

Installed package kernel-headers-3.10.0-1127.19.1.el7 is greater than kernel-headers-3.10.0-1062.18.1.el7.
However, according to uname -r, the current running kernel level is 3.10.0-957.el7.
This system requires a reboot to begin using the patched kernel level.

Remote package installed : kernel-tools-3.10.0-957.el7
Should be                : kernel-tools-3.10.0-1062.18.1.el7

Remote package installed : kernel-tools-libs-3.10.0-957.el7
Should be                : kernel-tools-libs-3.10.0-1062.18.1.el7

Remote package installed : python-perf-3.10.0-957.el7
Should be                : python-perf-3.10.0-1062.18.1.el7

"
"134902","CVE-2019-17666","8.3","High","192.168.42.129","tcp","0","CentOS 7 : kernel (CESA-2020:0839)","The remote CentOS host is missing one or more security updates.","The remote Redhat Enterprise Linux 7 host has packages installed that are affected by multiple vulnerabilities as
referenced in the RHSA-2020:0839 advisory.

  - kernel: Count overflow in FUSE request leading to use-
    after-free issues. (CVE-2019-11487)

  - kernel: rtl_p2p_noa_ie in
    drivers/net/wireless/realtek/rtlwifi/ps.c in the Linux
    kernel lacks a certain upper-bound check, leading to a
    buffer overflow (CVE-2019-17666)

  - Kernel: KVM: export MSR_IA32_TSX_CTRL to guest -
    incomplete fix for TAA (CVE-2019-11135) (CVE-2019-19338)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected kernel packages.","http://www.nessus.org/u?394bfb16","
Remote package installed : bpftool-3.10.0-957.el7
Should be                : bpftool-3.10.0-1062.18.1.el7

Remote package installed : kernel-3.10.0-957.el7
Should be                : kernel-3.10.0-1062.18.1.el7

Installed package kernel-devel-3.10.0-1160.6.1.el7 is greater than kernel-devel-3.10.0-1062.18.1.el7.
However, according to uname -r, the current running kernel level is 3.10.0-957.el7.
This system requires a reboot to begin using the patched kernel level.

Installed package kernel-headers-3.10.0-1127.19.1.el7 is greater than kernel-headers-3.10.0-1062.18.1.el7.
However, according to uname -r, the current running kernel level is 3.10.0-957.el7.
This system requires a reboot to begin using the patched kernel level.

Remote package installed : kernel-tools-3.10.0-957.el7
Should be                : kernel-tools-3.10.0-1062.18.1.el7

Remote package installed : kernel-tools-libs-3.10.0-957.el7
Should be                : kernel-tools-libs-3.10.0-1062.18.1.el7

Remote package installed : python-perf-3.10.0-957.el7
Should be                : python-perf-3.10.0-1062.18.1.el7

"
"134902","CVE-2019-19338","8.3","High","192.168.42.129","tcp","0","CentOS 7 : kernel (CESA-2020:0839)","The remote CentOS host is missing one or more security updates.","The remote Redhat Enterprise Linux 7 host has packages installed that are affected by multiple vulnerabilities as
referenced in the RHSA-2020:0839 advisory.

  - kernel: Count overflow in FUSE request leading to use-
    after-free issues. (CVE-2019-11487)

  - kernel: rtl_p2p_noa_ie in
    drivers/net/wireless/realtek/rtlwifi/ps.c in the Linux
    kernel lacks a certain upper-bound check, leading to a
    buffer overflow (CVE-2019-17666)

  - Kernel: KVM: export MSR_IA32_TSX_CTRL to guest -
    incomplete fix for TAA (CVE-2019-11135) (CVE-2019-19338)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected kernel packages.","http://www.nessus.org/u?394bfb16","
Remote package installed : bpftool-3.10.0-957.el7
Should be                : bpftool-3.10.0-1062.18.1.el7

Remote package installed : kernel-3.10.0-957.el7
Should be                : kernel-3.10.0-1062.18.1.el7

Installed package kernel-devel-3.10.0-1160.6.1.el7 is greater than kernel-devel-3.10.0-1062.18.1.el7.
However, according to uname -r, the current running kernel level is 3.10.0-957.el7.
This system requires a reboot to begin using the patched kernel level.

Installed package kernel-headers-3.10.0-1127.19.1.el7 is greater than kernel-headers-3.10.0-1062.18.1.el7.
However, according to uname -r, the current running kernel level is 3.10.0-957.el7.
This system requires a reboot to begin using the patched kernel level.

Remote package installed : kernel-tools-3.10.0-957.el7
Should be                : kernel-tools-3.10.0-1062.18.1.el7

Remote package installed : kernel-tools-libs-3.10.0-957.el7
Should be                : kernel-tools-libs-3.10.0-1062.18.1.el7

Remote package installed : python-perf-3.10.0-957.el7
Should be                : python-perf-3.10.0-1062.18.1.el7

"
"135312","CVE-2019-10181","6.8","Medium","192.168.42.129","tcp","0","CentOS 7 : icedtea-web (CESA-2019:2003)","The remote CentOS host is missing one or more security updates.","An update for icedtea-web is now available for Red Hat Enterprise
Linux 7.

Red Hat Product Security has rated this update as having a security
impact of Important. A Common Vulnerability Scoring System (CVSS) base
score, which gives a detailed severity rating, is available for each
vulnerability from the CVE link(s) in the References section.

The IcedTea-Web project provides a Java web browser plug-in and an
implementation of Java Web Start, which is based on the Netx project.
It also contains a configuration tool for managing deployment settings
for the plug-in and Web Start implementations. IcedTea-Web now also
contains PolicyEditor - a simple tool to configure Java policies.

Security Fix(es) :

* icedtea-web: path traversal while processing elements of JNLP files
results in arbitrary file overwrite (CVE-2019-10182)

* icedtea-web: directory traversal in the nested jar auto-extraction
leading to arbitrary file overwrite (CVE-2019-10185)

* icedtea-web: unsigned code injection in a signed JAR file
(CVE-2019-10181)

For more details about the security issue(s), including the impact, a
CVSS score, acknowledgments, and other related information, refer to
the CVE page(s) listed in the References section.","Update the affected icedtea-web packages.","http://www.nessus.org/u?e4b9fc7b","
Remote package installed : icedtea-web-1.7.1-1.el7
Should be                : icedtea-web-1.7.1-2.el7_6


NOTE: The security advisory associated with this vulnerability has a
fixed package version that may only be available in the continuous
release (CR) repository for CentOS, until it is present in the next
point release of CentOS.

If an equal or higher package level does not exist in the baseline
repository for your major version of CentOS, then updates from the CR
repository will need to be applied in order to address the
vulnerability.
"
